Step,TimeStamp,AvgEnergy,AverageEnergy_5th,AverageEnergy_95th,NoBoids,NoFoodSources,TotalFoodAvailable,Polarization,Expanse
282,1096.015,387.2497,387.2497,387.2497,25,1,800,0.3967562,1.056038
283,1099.892,387.261,387.261,387.261,25,1,800,0.3517042,0.7907376
284,1103.649,387.2724,387.2724,387.2724,25,1,800,0.3257754,0.8223881
285,1107.439,387.2837,387.2837,387.2837,25,1,800,0.4313851,0.816067
286,1111.205,387.2951,387.2951,387.2951,25,1,800,0.4516909,0.6342123
287,1114.971,387.3064,387.3064,387.3064,25,1,800,0.2967267,1.056832
288,1118.724,387.3177,387.3177,387.3177,25,1,800,0.4309279,0.9553404
289,1122.501,387.3291,387.3291,387.3291,25,1,800,0.4336158,0.7762114
290,1126.234,387.3405,387.3405,387.3405,25,1,800,0.4555567,0.8966331
291,1130.036,387.3518,387.3518,387.3518,25,1,800,0.3181548,0.7675583
292,1133.915,387.3631,387.3631,387.3631,25,1,800,0.4937367,0.8678934
293,1137.917,387.3745,387.3745,387.3745,25,1,800,0.3800242,0.6914227
294,1141.823,387.3858,387.3858,387.3858,25,1,800,0.4636209,0.80302
295,1145.645,387.3972,387.3972,387.3972,25,1,800,0.3845217,0.5914817
296,1149.483,387.4085,387.4085,387.4085,25,1,800,0.3631059,1.118359
297,1153.238,387.4198,387.4198,387.4198,25,1,800,0.4341199,0.6526338
298,1157.039,387.4312,387.4312,387.4312,25,1,800,0.4428666,0.7285817
299,1161.014,387.4425,387.4425,387.4425,25,1,800,0.4096437,0.7631781
300,1165.115,387.4539,387.4539,387.4539,25,1,800,0.3042183,0.5678174
301,1168.891,387.4652,387.4652,387.4652,25,1,800,0.4042931,1.057182
302,1172.63,387.4765,387.4765,387.4765,25,1,800,0.4329163,1.031903
303,1176.727,387.4879,387.4879,387.4879,25,1,800,0.4722068,0.8561821
304,1180.521,387.4992,387.4992,387.4992,25,1,800,0.4078124,0.8495156
305,1184.231,387.5105,387.5105,387.5105,25,1,800,0.4231216,0.9921728
306,1188.146,387.5218,387.5218,387.5218,25,1,800,0.3328086,0.9656324
307,1192.128,387.5331,387.5331,387.5331,25,1,800,0.3912442,0.6489819
308,1196.418,387.5445,387.5445,387.5445,25,1,800,0.4507002,0.4855476
309,1200.714,387.5558,387.5558,387.5558,25,1,800,0.3849918,0.5930465
310,1204.821,387.5671,387.5671,387.5671,25,1,800,0.3790042,0.9376994
311,1209.304,387.5784,387.5784,387.5784,25,1,800,0.3894054,0.692203
312,1213.296,387.5898,387.5898,387.5898,25,1,800,0.4347067,0.8473631
313,1217.509,387.6011,387.6011,387.6011,25,1,800,0.3941895,0.8047622
314,1221.4,387.6124,387.6124,387.6124,25,1,800,0.4784982,0.9239545
315,1225.339,387.6237,387.6237,387.6237,25,1,800,0.4339921,0.4758744
316,1229.295,387.635,387.635,387.635,25,1,800,0.279433,1.023677
317,1233.021,387.6464,387.6464,387.6464,25,1,800,0.4019053,1.00522
318,1236.859,387.6577,387.6577,387.6577,25,1,800,0.4397199,0.659771
319,1240.692,387.669,387.669,387.669,25,1,800,0.391166,0.7469022
320,1244.668,387.6803,387.6803,387.6803,25,1,800,0.3948877,0.690069
321,1248.479,387.6916,387.6916,387.6916,25,1,800,0.3706588,1.065652
322,1252.427,387.7029,387.7029,387.7029,25,1,800,0.42789,0.5281101
323,1256.346,387.7142,387.7142,387.7142,25,1,800,0.3503996,0.6833205
324,1260.196,387.7255,387.7255,387.7255,25,1,800,0.3747801,0.6773797
325,1264.087,387.7368,387.7368,387.7368,25,1,800,0.4358044,0.8641943
326,1267.954,387.7481,387.7481,387.7481,25,1,800,0.3743923,1.044405
327,1271.686,387.7594,387.7594,387.7594,25,1,800,0.3254366,0.8109276
328,1275.542,387.7707,387.7707,387.7707,25,1,800,0.3100426,0.7561986
329,1279.44,387.782,387.782,387.782,25,1,800,0.4010757,0.6536848
330,1283.454,387.7933,387.7933,387.7933,25,1,800,0.3695635,0.9526031
331,1287.337,387.8046,387.8046,387.8046,25,1,800,0.3552485,1.028933
332,1291.086,387.8159,387.8159,387.8159,25,1,800,0.3678787,0.8097041
